p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.01782326010315e-213	1.79152575301116	0.234	0.041	1.83652331319775e-210	2	CHI3L2
8.22216491083559e-121	1.69217205817597	0.332	0.134	3.00931235736583e-118	2	PCNA
1.8822691358877e-198	1.6130226851904	0.209	0.035	6.88910503734897e-196	2	PTTG2
0	1.52212311442348	0.679	0.243	0	2	SELL
2.70663606153294e-167	1.45423954612798	0.411	0.16	9.90628798521054e-165	2	TIGIT
3.0073990135436e-307	1.43677446836358	0.405	0.091	1.10070803895696e-304	2	LGALS9
3.11843351157358e-158	1.38543905638488	0.162	0.025	1.14134666523593e-155	2	IRF4
0	1.38024653540625	0.824	0.329	0	2	CD27
0	1.30123029442908	0.98	0.857	0	2	GAPDH
0	1.28348320157705	0.459	0.117	0	2	CXCR3
0	1.2493082822022	0.5	0.133	0	2	HLA-DMA
0	1.21150719108161	0.984	0.833	0	2	CD74
1.70661310161774e-249	1.18473727339022	0.342	0.079	6.24620395192093e-247	2	ICOS
1.07648785225873e-189	1.13443196858697	0.444	0.162	3.93994553926697e-187	2	HLA-DQB1
2.70331636813404e-143	1.12227896698533	0.2	0.045	9.8941379073706e-141	2	CCR5
1.06522892835762e-257	1.06680871011529	0.581	0.215	3.8987378777889e-255	2	IFNG
0	1.00004096799533	0.686	0.256	0	2	ADA
3.39507672604295e-220	0.973594127864251	0.882	0.578	1.24259808173172e-217	2	RGS1
1.88634594101939e-218	0.945667702472992	0.649	0.295	6.90402614413098e-216	2	ANXA5
1.71226200826635e-211	0.929696762857215	0.467	0.16	6.26687895025485e-209	2	LAIR2
5.59542285408252e-263	0.901673040755355	0.839	0.424	2.0479247645942e-260	2	CD8B
1.02725892581023e-196	0.882548243983152	0.928	0.748	3.75976766846543e-194	2	GZMA
3.52809707697031e-265	0.878005527615066	0.694	0.292	1.29128353017113e-262	2	APOBEC3G
2.39058558354178e-78	0.866765223277993	0.199	0.07	8.74954323576293e-76	2	CX3CR1
2.74905496276385e-133	0.807947557648724	0.239	0.067	1.00615411637157e-130	2	STAT1
7.74477672013547e-208	0.765613005876739	0.796	0.411	2.83458827956958e-205	2	GZMH
3.2763115608835e-172	0.747737152971865	0.678	0.345	1.19913003128336e-169	2	HLA-DPA1
7.03293796045679e-208	0.746240122577072	0.58	0.237	2.57405529352719e-205	2	GIMAP2
1.48513539721599e-184	0.737482178957491	0.469	0.177	5.43559555381051e-182	2	LAP3
4.64321480729359e-163	0.737125105010099	0.725	0.393	1.69941661946945e-160	2	LGALS1
2.41827245061689e-76	0.688661150416627	0.168	0.053	8.85087716925781e-74	2	CD79B
9.4471094516765e-41	0.685724553258284	0.102	0.036	3.4576420593136e-38	2	NINJ2
6.83543244390702e-77	0.621273741722854	0.172	0.056	2.50176827446997e-74	2	TNFSF10
1.09174929826023e-183	0.579325912011964	0.777	0.418	3.99580243163243e-181	2	ITGA4
1.56637531537412e-54	0.5539655792803	0.47	0.293	5.73293365426927e-52	2	GZMB
2.77982025349554e-169	0.546980772401458	0.411	0.146	1.01741421277937e-166	2	TRIB2
1.93602213051141e-210	0.524096971176979	0.521	0.192	7.08584099767176e-208	2	IGBP1
5.9031347652631e-54	0.516510131803345	0.141	0.05	2.1605473240863e-51	2	VNN2
7.1606439371043e-168	0.512608039861519	0.873	0.554	2.62079568098017e-165	2	CD2
6.80225196995421e-73	0.477181569498967	0.487	0.278	2.48962422100324e-70	2	CCL4
3.65904809237863e-112	0.475038079190792	0.517	0.263	1.33921160181058e-109	2	PDIA6
5.66023035300229e-128	0.427550485595109	0.997	0.988	2.07164430919884e-125	2	IL32
2.46922183886279e-112	0.410583077213383	0.385	0.166	9.03735193023783e-110	2	DOCK8
1.86265700903298e-90	0.393033620741635	0.959	0.837	6.81732465306069e-88	2	TRAC
1.14748429320861e-71	0.371455820260703	0.979	0.873	4.19979251314351e-69	2	NKG7
4.49157187816241e-124	0.370125335072682	0.998	0.98	1.64391530740744e-121	2	CCL5
1.05569116313599e-150	0.369981352189635	0.346	0.115	3.86382965707773e-148	2	IL12RB1
2.61294113328123e-89	0.36407189275333	0.928	0.716	9.56336454780932e-87	2	LCK
1.39291630261573e-78	0.362351018589765	0.962	0.858	5.09807366757358e-76	2	CD8A
1.60216688640838e-71	0.350208901755112	0.984	0.924	5.86393080425466e-69	2	CD52
4.61654607228565e-25	0.32891170498209	0.222	0.137	1.68965586245655e-22	2	CCL3
1.25831994594167e-124	0.305357554900958	0.751	0.438	4.6054510021465e-122	2	CD3G
3.69395108330513e-62	0.285554124272156	0.99	0.952	1.35198609648968e-59	2	TRBC2
1.25522959080471e-104	0.284639558430873	0.811	0.536	4.59414030234525e-102	2	GNAI2
0	3.72381930337062	0.547	0.078	0	3	ZNF683
1.76284885908407e-131	2.6176533790043	0.205	0.05	6.4520268242477e-129	3	B3GAT1
3.24586076030958e-211	2.50186785951748	0.414	0.134	1.18798503827331e-208	3	ITGAM
4.58018906999238e-117	1.89630131248565	0.404	0.182	1.67634919961721e-114	3	LAIR2
2.37568350217894e-233	1.8465033617642	0.723	0.404	8.69500161797493e-231	3	LGALS1
2.60361678966166e-244	1.72548446728382	0.633	0.267	9.52923745016168e-242	3	GZMB
1.20271147392671e-296	1.5697127122814	0.821	0.418	4.40192399457176e-294	3	GZMH
1.31593836540832e-55	1.24341660163759	0.458	0.308	4.81633441739445e-53	3	TBX21
1.11008376062643e-42	1.23817393413576	0.401	0.261	4.06290656389272e-40	3	IFNG
2.72981691855276e-28	1.02279906753936	0.381	0.273	9.9911299219031e-26	3	CD300A
2.04535858087118e-190	0.903380302968701	0.925	0.886	7.4860124059885e-188	3	NKG7
1.1759654327635e-12	0.871781352316933	0.393	0.323	4.30403348391442e-10	3	TSPAN32
0.0374792902762627	0.818283832605458	0.543	0.554	1	3	ZAP70
8.84685116347347e-106	0.803373830548845	0.749	0.523	3.23794752583129e-103	3	GNLY
1.44656243026179e-06	0.801318883111744	0.122	0.089	0.000529441849475817	3	CX3CR1
5.25407661370932e-11	0.760603814360131	0.063	0.113	1.92299204061761e-08	3	CTLA4
1.26511529223807e-21	0.724753071464763	0.736	0.734	4.63032196959132e-19	3	KLRK1
5.14351521662457e-11	0.663188985915895	0.458	0.397	1.88252656928459e-08	3	HLA-DPA1
0.000126365308093774	0.644098967634898	0.139	0.111	0.0462497027623212	3	CD244
0.0424194059182323	0.639682209457726	0.172	0.197	1	3	TIAF1
5.37233688257268e-80	0.625425811686799	0.928	0.937	1.9662752990216e-77	3	CD52
5.90582554675985e-32	0.616712838532592	0.402	0.268	2.16153215011411e-29	3	FCGR3A
1.74905157850773e-17	0.561895085463624	0.691	0.659	6.40152877733831e-15	3	CTSW
0.006328877226868	0.529140337885693	0.135	0.163	1	3	IL12RB1
0.00305243103245923	0.509967628195	0.646	0.65	1	3	CD6
3.64081180560027e-37	0.4874014879034	0.906	0.916	1.3325371208497e-34	3	ITGB2
0.000378595025863734	0.454407917824179	0.293	0.251	0.138565779466127	3	HLA-DRA
0.00128354511203545	0.434801707256508	0.496	0.486	0.469777511004974	3	IFITM2
4.72903247536762e-19	0.32290867233408	0.941	0.963	1.73082588598455e-16	3	TRBC2
0.00178940576829859	0.306517878184495	0.179	0.212	0.654922511197283	3	DOCK8
1.54617437634355e-38	0.289432075882036	0.997	0.98	5.6589982174174e-36	3	CCL5
2.82817547886431e-07	0.273709724426958	0.093	0.135	0.000103511222526434	3	ICOS
0	4.23924179376095	0.707	0.062	0	4	KLRF1
0	3.36930815287186	0.561	0.074	0	4	KLRC3
0	3.01086163773951	0.81	0.199	0	4	FCGR3A
2.60803132386386e-181	2.19531027180059	0.37	0.115	9.54539464534172e-179	4	CCL3
0	2.19224417287246	0.932	0.494	0	4	GNLY
7.85523435975679e-73	1.98767578377961	0.206	0.075	2.87501577567099e-70	4	CX3CR1
1.6289973836555e-72	1.71553450207532	0.145	0.041	5.96213042417913e-70	4	LYN
1.44670178304092e-156	1.69015555223107	0.317	0.093	5.29492852592977e-154	4	IKZF2
3.25686152640862e-80	1.54104399669946	0.245	0.093	1.19201131866556e-77	4	CD244
2.8010900131379e-87	1.48231087428448	0.187	0.055	1.02519894480847e-84	4	B3GAT1
0	1.48212760046889	0.742	0.254	0	4	GZMB
6.12698200774232e-123	1.24627242207142	0.372	0.146	2.24247541483369e-120	4	ITGAM
0	1.23671386679821	0.9	0.41	0	4	GZMH
2.6790246182502e-124	1.23457331986761	0.542	0.278	9.80523010279571e-122	4	CCL4
1.25828869360141e-23	1.10003920845318	0.287	0.193	4.60533661858117e-21	4	TIGIT
4.97733626455158e-145	1.06904836910933	0.764	0.486	1.82170507282588e-142	4	CD63
2.06252277130713e-125	1.04191727014026	0.724	0.461	7.54883334298409e-123	4	PRF1
0	0.989522951388286	0.998	0.874	0	4	NKG7
1.43011816608808e-138	0.961916759268668	0.87	0.629	5.23423248788238e-136	4	CTSW
3.87118532802367e-241	0.886693465673231	0.992	0.851	1.41685383005666e-238	4	CST7
3.49394046725966e-53	0.787718193712703	0.435	0.265	1.27878221101704e-50	4	CD300A
7.05018885758162e-64	0.728940097962392	0.493	0.304	2.58036912187487e-61	4	TBX21
2.08426922796314e-44	0.685975609583947	0.418	0.26	7.62842537434511e-42	4	IFNG
8.00030383053045e-30	0.683522288682163	0.315	0.201	2.92811120197415e-27	4	LAIR2
1.5019557235748e-28	0.673150742327092	0.299	0.188	5.49715794828378e-26	4	PIK3AP1
7.99216142187799e-60	0.660231532825927	0.507	0.311	2.92513108040734e-57	4	KLRG1
4.41508838578501e-79	0.582989355186161	0.91	0.765	1.61592234919731e-76	4	RUNX3
1.9279314552627e-30	0.574436736482836	0.484	0.347	7.05622912626146e-28	4	APOBEC3G
1.24851436242007e-103	0.557795850666945	0.984	0.903	4.56956256645745e-101	4	ITGB2
1.36792901106167e-20	0.542559914596547	0.403	0.3	5.00662018048572e-18	4	CTSD
4.63770839236389e-18	0.504015843063845	0.369	0.275	1.69740127160518e-15	4	STAT4
8.33322058262696e-48	0.480566455644951	0.746	0.575	3.04995873324147e-45	4	IL2RB
5.40488968842307e-07	0.446916083640504	0.127	0.09	0.000197818962596284	4	EOMES
3.39785500763606e-23	0.414752809440998	0.517	0.387	1.2436149327948e-20	4	HLA-DPA1
4.49111369889926e-20	0.363980039121742	0.623	0.516	1.64374761379713e-17	4	SELPLG
2.88217119636964e-12	0.346351606702678	0.15	0.096	1.05487465787129e-09	4	TXK
9.11720673488952e-17	0.335708832735969	0.592	0.479	3.33689766496956e-14	4	CD3G
4.65463353121385e-28	0.322201793395378	0.448	0.315	1.70359587242427e-25	4	TSPAN32
7.02552007368936e-10	0.269650796104642	0.283	0.219	2.57134034697031e-07	4	LIPA
2.4864850688629e-231	3.76906688795014	0.292	0.052	9.1005353520382e-229	5	CCR7
0	3.214882969763	0.609	0.193	0	5	LEF1
5.95572422075786e-86	2.64182208096438	0.341	0.156	2.17979506479738e-83	5	PASK
3.30426728077001e-167	1.74001696930346	0.763	0.454	1.20936182476182e-164	5	TCF7
1.4836909846227e-61	1.7130164039726	0.384	0.209	5.43030900371909e-59	5	YBX3
7.71584245570623e-32	1.52285066865081	0.287	0.172	2.82399833878848e-29	5	TRAT1
8.39149637230068e-75	1.51474480949354	0.371	0.178	3.07128767226205e-72	5	LTB
5.35885758947899e-194	1.49532900910771	0.965	0.859	1.96134187774931e-191	5	JUNB
1.18587689936272e-22	1.42795743308439	0.332	0.23	4.34030945166757e-20	5	BCL11B
3.60084832070028e-43	1.38865701866943	0.456	0.307	1.3179104853763e-40	5	SELL
1.23879244422146e-21	1.38815192882485	0.15	0.077	4.53398034585053e-19	5	BIRC3
1.97983051785796e-156	1.38479223450994	0.843	0.629	7.24617969536013e-154	5	PIK3IP1
1.13952704321046e-33	1.35910585129531	0.304	0.182	4.17066897815028e-31	5	FTH1
5.7486373663028e-20	1.33648262167802	0.21	0.128	2.10400127606682e-17	5	CD28
6.75616064112304e-23	1.31449453565942	0.331	0.227	2.47275479465103e-20	5	FOXP1
1.76987921769315e-11	1.3094587563697	0.251	0.188	6.47775793675694e-09	5	TRIB2
0.00135381601710442	1.28622023769741	0.192	0.168	0.495496662260218	5	ITGAE
5.92850692977606e-126	1.21152006896123	0.905	0.782	2.16983353629804e-123	5	FOSB
0.00241789524923727	1.20479390465466	0.149	0.126	0.884949661220841	5	ICOS
0.00222777047815303	1.17804358688626	0.129	0.105	0.815363995004009	5	BCL2A1
7.58759442073328e-13	1.11846383546996	0.25	0.18	2.77705955798838e-10	5	IL4R
0.00473359783228394	1.11152663376268	0.168	0.147	1	5	LGALS9
1.60728954744288e-58	1.08905738945085	0.655	0.481	5.88267974364094e-56	5	CD8B
8.19980444207412e-07	1.03733474303076	0.184	0.141	0.000300112842579913	5	EGR1
3.63706948335749e-08	1.00606066745056	0.144	0.098	1.33116743090884e-05	5	FOXO1
1.25834621011303e-11	0.977735887232319	0.153	0.098	4.60554712901368e-09	5	TXK
1.69819875783256e-97	0.971469087590071	0.728	0.457	6.21540745366717e-95	5	IL7R
1.50845885763809e-68	0.954515967326369	0.875	0.793	5.5209594189554e-66	5	CD69
3.61868684750181e-50	0.921807808886337	0.767	0.647	1.32443938618566e-47	5	JUN
7.97697936490549e-17	0.799184594239087	0.6	0.538	2.91957444755541e-14	5	LAT
0.0124582241150193	0.79341017352545	0.198	0.178	1	5	CXCR3
3.61874733358842e-56	0.792978391888413	0.886	0.843	1.32446152409336e-53	5	S100A10
0.0313340693049582	0.773734526257252	0.142	0.124	1	5	LGALS3
1.57275534731259e-117	0.721783219065795	0.988	0.956	5.75628457116409e-115	5	BTG1
2.06268119097601e-22	0.719218412387383	0.706	0.625	7.54941315897221e-20	5	RGS1
2.31452440162659e-17	0.694576212816095	0.356	0.259	8.47115930995332e-15	5	MYC
2.50083427208838e-21	0.691959416534527	0.723	0.665	9.15305343584347e-19	5	CD37
2.26727963569451e-122	0.68003560693932	0.991	0.968	8.2982434666419e-120	5	DUSP1
1.35169920046637e-40	0.676698009184078	0.909	0.853	4.9472190737069e-38	5	TRAC
0.0475940809371378	0.669870083373512	0.312	0.299	1	5	GIMAP2
0.000638268576613334	0.649320263013626	0.2	0.167	0.23360629904048	5	STAT5A
5.28598554781294e-05	0.647051816808336	0.242	0.203	0.0193467071049953	5	TNFRSF25
5.37794535306659e-22	0.607959466543599	0.815	0.768	1.96832799922237e-19	5	CD48
2.18733825676671e-11	0.574595787964464	0.486	0.413	8.00565801976615e-09	5	CD27
4.87711704526773e-08	0.558089858905328	0.535	0.481	1.78502483856799e-05	5	IFITM2
1.29543336952087e-12	0.55608357674863	0.679	0.621	4.74128613244637e-10	5	CD44
0.00428359855661747	0.545577713034838	0.292	0.266	1	5	IKZF1
1.20880736019066e-45	0.522558539971453	0.961	0.952	4.42423493829781e-43	5	CXCR4
0.0372736556670062	0.512425774990756	0.134	0.118	1	5	NAMPT
3.58380910334113e-39	0.499676050084355	0.961	0.932	1.31167413182286e-36	5	CD52
5.41252678292888e-24	0.483835793507673	0.958	0.96	1.98098480255197e-21	5	TRBC2
0.0465651277915033	0.472349537165739	0.408	0.399	1	5	CD5
0.0188670259482375	0.430698724856153	0.686	0.741	1	5	KLRK1
3.1945891873712e-20	0.402303873673178	0.927	0.91	1.16921964257786e-17	5	CD3E
0.00105350176082127	0.374891727247572	0.116	0.151	0.385581644460586	5	BCL6
0.000185433777017809	0.343132095068282	0.111	0.152	0.067868762388518	5	ATF6B
4.98372712438237e-05	0.30445350350403	0.409	0.495	0.0182404412752395	5	ITGA4
8.26346388917346e-102	0.288488297920125	1	1	3.02442778343749e-99	5	HLA-A
3.17482306976506e-127	4.17089197401495	0.109	0.01	1.16198524353401e-124	6	CXCR5
2.4572048202281e-123	3.07826331724717	0.125	0.016	8.99336964203484e-121	6	MS4A1
0	1.73479373240169	0.919	0.471	0	6	GZMK
1.30412774187231e-81	1.49927566501875	0.415	0.206	4.77310753525266e-79	6	YBX3
5.60384389211356e-38	1.3656999114736	0.253	0.132	2.05100686451356e-35	6	EGR1
9.25448352974595e-48	1.23002734724706	0.319	0.168	3.38714097188702e-45	6	TRAT1
1.34538930185851e-30	1.21533241168423	0.284	0.167	4.92412484480216e-28	6	CXCR3
5.97741370425524e-11	1.08813139470176	0.141	0.089	2.18773341575742e-08	6	EOMES
1.54771039686668e-17	0.962797589602877	0.403	0.306	5.66462005253205e-15	6	CCL4
1.4308719026729e-41	0.894771508893266	0.541	0.382	5.23699116378283e-39	6	CD5
1.52933172648321e-48	0.861991398811632	0.76	0.618	5.59735411892857e-46	6	RGS1
6.15422260753172e-66	0.792593735486724	0.814	0.641	2.25244547435661e-63	6	JUN
0.00232005225657396	0.754995552301804	0.106	0.083	0.849139125906067	6	SLC25A37
4.54885110647491e-17	0.747037412478093	0.275	0.186	1.66487950496982e-14	6	IFNGR1
9.70874743580735e-21	0.735140092732566	0.308	0.202	3.55340156150549e-18	6	HLA-DQB1
6.81427105948284e-08	0.655614621696088	0.248	0.192	2.49402320777072e-05	6	TNF
7.13407670466281e-44	0.646201728659033	0.585	0.4	2.61107207390659e-41	6	CD27
5.01572554236505e-96	0.632447036200585	0.993	0.948	1.83575554850561e-93	6	CXCR4
1.70952496602187e-121	0.630052523414481	0.992	0.929	6.25686137564005e-119	6	DUSP2
5.01959727545739e-65	0.613310725082696	0.903	0.783	1.83717260281741e-62	6	FOSB
3.36070982993177e-06	0.58015221373326	0.138	0.099	0.00123001979775503	6	FOXO1
8.44455607334546e-09	0.526002921486915	0.185	0.131	3.09070752284444e-06	6	CD28
1.40844544617854e-53	0.467845814334281	0.956	0.861	5.15491033301345e-51	6	CST7
2.00542800392385e-66	0.454676497340053	0.994	0.956	7.33986649436128e-64	6	BTG1
0.0195565360640918	0.441674503008496	0.163	0.143	1	6	FAS
1.42461217583995e-30	0.427452432955525	0.77	0.639	5.21408056357422e-28	6	PIK3IP1
1.91284854653418e-09	0.397775241423389	0.21	0.145	7.00102568031509e-07	6	CCL3
0.0103636690639474	0.394396824005787	0.23	0.204	1	6	TIGIT
9.27141052143988e-28	0.378604556041424	0.624	0.473	3.393336250847e-25	6	TCF7
5.86441643880282e-34	0.368432862588824	0.946	0.85	2.14637641660183e-31	6	CD74
0.00134933709417997	0.365005111025269	0.267	0.235	0.49385737646987	6	FOXP1
1.05588366756727e-12	0.353951565394521	0.822	0.764	3.8645342232962e-10	6	FYN
0.00344444644840677	0.330920488638371	0.269	0.239	1	6	BCL11B
1.87342893866253e-10	0.326269875554551	0.699	0.643	6.85674991550485e-08	6	CD6
3.54815381121334e-08	0.31463777283269	0.651	0.594	1.29862429490408e-05	6	IL2RB
0.000116718030452818	0.311062392282157	0.106	0.077	0.0427187991457314	6	CCR7
7.50776703029793e-40	0.278972032297517	0.991	0.968	2.74784273308904e-37	6	DUSP1
